Ticker,Rank,Decile,Momentum,Volatility,marketCap,sector
QS,1.0,1,0.7775000333786011,,4007499520.0, Consumer Discretionary
MP,2.0,1,0.4924276774394367,,5315589120.0, Materials
CAR,3.0,1,0.429756166958138,,6128017920.0, Industrials
ALGM,4.0,1,0.3337278447540126,,6256012800.0, Information Technology
MU,5.0,1,0.32616873465044716,,140260556800.0, Information Technology
AMD,6.0,1,0.3016346113366888,,234113777664.0, Information Technology
JBL,7.0,1,0.2978096857212478,,23400136704.0, Information Technology
LITE,8.0,1,0.29461813127540926,,6502432768.0, Information Technology
MRVL,9.0,1,0.2929058227340118,,67109335040.0, Information Technology
ORCL,10.0,1,0.2907025643209631,,600780636160.0, Information Technology
ON,11.0,1,0.264635859370397,,22256553984.0, Information Technology
CLF,12.0,1,0.25464838534593515,,3618408704.0, Materials
W,13.0,1,0.2503636403495424,,6626186752.0, Consumer Discretionary
SNDK,14.0,1,0.24635182238590758,,6806244352.0, Information Technology
WHR,15.0,1,0.2361378320677272,,5373793280.0, Consumer Discretionary
WDC,16.0,1,0.22963895397160417,,22120609792.0, Information Technology
GRAL,17.0,1,0.22741475253976318,,1698668672.0, Health Care
MCHP,18.0,1,0.2262232433891178,,38386327552.0, Information Technology
VST,19.0,1,0.2258774575643523,,66960384000.0, Utilities
PENN,20.0,1,0.22184766907976927,,2737666048.0, Consumer Discretionary
MKSI,21.0,1,0.221438087451294,,6732371968.0, Information Technology
LRCX,22.0,1,0.2126896071976372,,125059555328.0, Information Technology
ENTG,23.0,1,0.21137618898523614,,12614647808.0, Information Technology
RBLX,24.0,1,0.21137035867187492,,71599661056.0, Communication
EL,25.0,1,0.21075432301948038,,29202870272.0, Consumer Staples
SMCI,26.0,1,0.20946271772107972,,28945672192.0, Information Technology
FERG,27.0,1,0.2067137607329308,,43968294912.0, Industrials
TXG,28.0,1,0.20566632665958107,,1419735040.0, Health Care
NKE,29.0,1,0.19999008774437677,,106832150528.0, Consumer Discretionary
CELH,30.0,1,0.19574965395319133,,11674635264.0, Consumer Staples
DAR,31.0,1,0.19560337774550174,,5894586368.0, Consumer Staples
KLAC,32.0,1,0.19359735667003908,,119385186304.0, Information Technology
ROKU,33.0,1,0.19307201270400554,,12699635712.0, Communication
FTRE,34.0,1,0.19302322950925466,,467187968.0, Health Care
OLLI,35.0,1,0.19286685477397492,,8178609152.0, Consumer Discretionary
NUE,36.0,1,0.19097471095715268,,30051858432.0, Materials
IRDM,37.0,1,0.18876458787251194,,3254534400.0, Communication
DKNG,38.0,1,0.18673357200352503,,21166600192.0, Consumer Discretionary
GXO,39.0,1,0.18595045307180502,,5583647232.0, Industrials
RCL,40.0,1,0.18514314936584153,,82581372928.0, Consumer Discretionary
AMKR,41.0,1,0.18495760932541683,,5252410368.0, Information Technology
IONS,42.0,1,0.18458081301664486,,6323387392.0, Health Care
ALB,43.0,1,0.18396573569107044,,7713854976.0, Materials
VRT,44.0,1,0.18163315916119904,,48709029888.0, Industrials
AMAT,45.0,1,0.1779266308749501,,148177240064.0, Information Technology
SPOT,46.0,1,0.1753164488430261,,160710590464.0, Communication
DOCS,47.0,1,0.1746016739117109,,11492133888.0, Health Care
DG,48.0,1,0.17424164210616166,,25131008000.0, Consumer Staples
MTSI,49.0,1,0.170421889643108,,10587657216.0, Information Technology
INTC,50.0,1,0.16890026468731678,,99606265856.0, Information Technology
NVDA,51.0,1,0.16820659799565574,,3849460908032.0, Information Technology
NET,52.0,1,0.16697810024810145,,66985844736.0, Information Technology
CC,53.0,1,0.16535046118578522,,1766153216.0, Materials
WBD,54.0,1,0.1649949307954821,,28761063424.0, Communication
WFRD,55.0,1,0.16227066537946877,,3653930240.0, Energy
CASY,56.0,1,0.16081869592011455,,18893897728.0, Consumer Staples
COHR,57.0,1,0.16013487373871116,,13650051072.0, Information Technology
ST,58.0,1,0.16001535540105016,,4422346752.0, Industrials
AMTM,59.0,1,0.15779284864274512,,5820262400.0, Industrials
GNRC,60.0,1,0.15765985168626617,,8364772864.0, Industrials
JLL,61.0,1,0.15608439597291301,,12234999808.0, Real Estate
TER,62.0,1,0.15566158839532185,,14591001600.0, Information Technology
DASH,63.0,1,0.15360653721206674,,102050267136.0, Consumer Discretionary
CCL,64.0,1,0.15330754551905712,,36344360960.0, Consumer Discretionary
ANET,65.0,1,0.15264310442390405,,125409894400.0, Information Technology
BLD,66.0,1,0.15095968171707086,,9307719680.0, Consumer Discretionary
AYI,67.0,1,0.150563592903586,,9163407360.0, Industrials
PINS,68.0,1,0.1486660208698638,,24182614016.0, Communication
OSK,69.0,1,0.14678896259927665,,7331452416.0, Industrials
ILMN,70.0,1,0.14652241445480851,,14918983680.0, Health Care
WWD,71.0,1,0.14651223499818689,,14770603008.0, Industrials
ZS,72.0,1,0.1457743948564878,,49241972736.0, Information Technology
FCX,73.0,1,0.14566007299673123,,63300513792.0, Materials
BWXT,74.0,1,0.1430016431747927,,13113914368.0, Industrials
FIVE,75.0,1,0.1386291161964579,,7321062400.0, Consumer Discretionary
DKS,76.0,1,0.13695414523649885,,16209939456.0, Consumer Discretionary
NCLH,77.0,1,0.13512749464186324,,8951778304.0, Consumer Discretionary
TXN,78.0,1,0.13292311656813194,,188199059456.0, Information Technology
SCCO,79.0,1,0.13227360479687578,,82698387456.0, Materials
BRKR,80.0,1,0.13213180176862793,,6294639616.0, Health Care
SNX,81.0,1,0.13066599196341921,,11223040000.0, Information Technology
MTDR,82.0,1,0.13002796587402377,,6082361856.0, Energy
IBM,83.0,1,0.12871536144117046,,271504752640.0, Information Technology
TKO,84.0,1,0.1285225166796502,,14540428288.0, Communication
AZTA,85.0,1,0.12761975804796566,,1378661632.0, Health Care
META,86.0,2,0.12669060934009546,,1834681499648.0, Communication
DINO,87.0,2,0.1262108337610306,,7672996864.0, Energy
LSCC,88.0,2,0.12616827229435534,,6951029248.0, Information Technology
VAC,89.0,2,0.1260249464749208,,2569080832.0, Consumer Discretionary
DDOG,90.0,2,0.12580598749563698,,45866328064.0, Information Technology
MPWR,91.0,2,0.12553250151919348,,35667726336.0, Information Technology
FTI,92.0,2,0.12536117927662938,,14696108032.0, Energy
IQV,93.0,2,0.12370840435997077,,27256150016.0, Health Care
AVGO,94.0,2,0.12266343035037242,,1275181268992.0, Information Technology
NVT,95.0,2,0.12226440419185347,,12174831616.0, Industrials
EMR,96.0,2,0.11995309117343966,,75217494016.0, Industrials
DELL,97.0,2,0.11943921377259681,,84562731008.0, Information Technology
EME,98.0,2,0.11917727100691589,,23647664128.0, Industrials
TPR,99.0,2,0.1162620037679194,,18189490176.0, Consumer Discretionary
CBRE,100.0,2,0.11626136956484201,,41616945152.0, Real Estate
ADI,101.0,2,0.11621434753450499,,117950701568.0, Information Technology
DLTR,102.0,2,0.11577660869617401,,21033426944.0, Consumer Staples
WCC,103.0,2,0.11537881176318354,,9104818176.0, Industrials
GEV,104.0,2,0.11490973157655637,,143724019712.0, Industrials
LLYVK,105.0,2,0.11446204870220811,,7461681664.0, Communication
BSY,106.0,2,0.1137253608764961,,16109530112.0, Information Technology
CRL,107.0,2,0.11310179005851051,,7418926592.0, Health Care
BEPC,108.0,2,0.11194287117563295,,5838870528.0, Utilities
ETN,109.0,2,0.11118043169504843,,139334090752.0, Industrials
EOG,110.0,2,0.11117251292945918,,65909239808.0, Energy
FIX,111.0,2,0.11101351884712307,,18745556992.0, Industrials
AA,112.0,2,0.1105714992101996,,7699745280.0, Materials
TRGP,113.0,2,0.10963720157293166,,37908865024.0, Energy
PWR,114.0,2,0.10952822653279659,,56366010368.0, Industrials
CAT,115.0,2,0.10951639332259289,,181659172864.0, Industrials
PR,116.0,2,0.10908105817881042,,10998932480.0, Energy
QCOM,117.0,2,0.1088940942743779,,175603138560.0, Information Technology
CSGP,118.0,2,0.10766729283849164,,34379571200.0, Real Estate
NOV,119.0,2,0.1067124234163106,,4860170752.0, Energy
XPO,120.0,2,0.10647452272886615,,14889626624.0, Industrials
LLYVA,121.0,2,0.10590036940878234,,7431621120.0, Communication
RRX,122.0,2,0.10454134212390809,,9775877120.0, Industrials
LFUS,123.0,2,0.10440848491667265,,5602171904.0, Information Technology
TOL,124.0,2,0.10398078021957424,,11320269824.0, Consumer Discretionary
VVV,125.0,2,0.10378722569387744,,4864576512.0, Consumer Discretionary
BC,126.0,2,0.10331883944276488,,3669074688.0, Consumer Discretionary
MDB,127.0,2,0.10297617898043043,,17021089792.0, Information Technology
CW,128.0,2,0.10278370422078598,,18283079680.0, Industrials
QRVO,129.0,2,0.10260462241771529,,7791791104.0, Information Technology
APA,130.0,2,0.10258664952407681,,6771255808.0, Energy
THO,131.0,2,0.10124400755666185,,4733406720.0, Consumer Discretionary
LECO,132.0,2,0.10088330569111315,,11898817536.0, Industrials
SMG,133.0,2,0.10082271540725829,,3777446656.0, Materials
CR,134.0,2,0.09973746691629115,,10835186688.0, Industrials
AZEK,135.0,2,0.0993739073003106,,7825657856.0, Industrials
NFLX,136.0,2,0.09903759777415289,,564622065664.0, Communication
SNPS,137.0,2,0.09832319073446416,,79153053696.0, Information Technology
SBUX,138.0,2,0.09815373189643206,,104912445440.0, Consumer Discretionary
BLDR,139.0,2,0.09778973578616101,,13063977984.0, Industrials
EA,140.0,2,0.09744049677133026,,39644438528.0, Communication
CHRD,141.0,2,0.09733335706922741,,5703864320.0, Energy
PSN,142.0,2,0.09615979275908759,,7601217024.0, Industrials
LYV,143.0,2,0.09599823554613751,,34839388160.0, Communication
ECG,144.0,2,0.09592471628065491,,3236689664.0, Industrials
HAS,145.0,2,0.09563779554754892,,10239925248.0, Consumer Discretionary
ELF,146.0,2,0.09560854375548389,,6942475264.0, Consumer Staples
MTZ,147.0,2,0.09552366428587922,,13496718336.0, Industrials
CSCO,148.0,2,0.09438446798589184,,273220206592.0, Information Technology
R,149.0,2,0.09399851404932758,,6655868928.0, Industrials
CNM,150.0,2,0.09332234511240278,,11809898496.0, Industrials
GTES,151.0,2,0.09314426743427151,,5962243072.0, Industrials
MSGS,152.0,2,0.09232712484604799,,4982090752.0, Communication
INGM,153.0,2,0.0914793558166509,,4905744384.0, Information Technology
OLED,154.0,2,0.09119991698558616,,7400764416.0, Information Technology
CMG,155.0,2,0.09095439943961736,,73619750912.0, Consumer Discretionary
DHI,156.0,2,0.09088595586505677,,39544946688.0, Consumer Discretionary
APH,157.0,2,0.09055148792625012,,118371459072.0, Information Technology
DIS,158.0,2,0.09052951903363171,,220655828992.0, Communication
AR,159.0,2,0.08971964063820859,,12686580736.0, Energy
CPNG,160.0,2,0.089661367750562,,55521353728.0, Consumer Discretionary
CRUS,161.0,2,0.08936560452402298,,5494571520.0, Information Technology
ONTO,162.0,2,0.08902542246298162,,4894028288.0, Information Technology
GWRE,163.0,2,0.08896841802580857,,19727355904.0, Information Technology
HEI-A,164.0,2,0.08836497905992546,,39469170688.0, Industrials
CCCS,165.0,2,0.08826886056661931,,6297318400.0, Information Technology
ATI,166.0,2,0.08758159878925986,,12210845696.0, Industrials
APG,167.0,2,0.08720813518757975,,14046862336.0, Industrials
TXT,168.0,2,0.08585249865835332,,14511724544.0, Industrials
OGN,169.0,2,0.08567242984520584,,2600859904.0, Health Care
FWONK,170.0,2,0.08505127098617016,,25867913216.0, Communication
RPRX,171.0,3,0.08363746686939022,,20015742976.0, Health Care
AN,172.0,3,0.08360073215626396,,7510813184.0, Consumer Discretionary
KRC,173.0,3,0.08354032804263278,,4170530304.0, Real Estate
GFS,174.0,3,0.08296092972059466,,21486270464.0, Information Technology
AXON,175.0,3,0.08294684078231329,,63305543680.0, Industrials
HEI,176.0,3,0.08293276722434273,,39396298752.0, Industrials
CACI,177.0,3,0.08257008490161355,,10194390016.0, Industrials
CE,178.0,3,0.08233954804756527,,6255892480.0, Materials
RVTY,179.0,3,0.08233797661567754,,11531811840.0, Health Care
HR,180.0,3,0.08172416687011719,,5573121536.0, Real Estate
RH,181.0,3,0.08171830932516655,,3681291264.0, Consumer Discretionary
FICO,182.0,3,0.08164952891755628,,45479546880.0, Information Technology
SWKS,183.0,3,0.08155881475259452,,11213134848.0, Information Technology
CAH,184.0,3,0.08122894308878825,,39855476736.0, Health Care
HPE,185.0,3,0.08120303761438308,,24335120384.0, Information Technology
OVV,186.0,3,0.08114602080104327,,9961307136.0, Energy
SNOW,187.0,3,0.08105216277218963,,74218881024.0, Information Technology
ESI,188.0,3,0.08098593630314999,,5583654400.0, Materials
WLK,189.0,3,0.08095171193605522,,9834572800.0, Materials
MSFT,190.0,3,0.08089326165807842,,3701107589120.0, Information Technology
HXL,191.0,3,0.08073360762033577,,4593495040.0, Industrials
MGM,192.0,3,0.08072676914120791,,9314298880.0, Consumer Discretionary
ADM,193.0,3,0.08058834374887147,,25057867776.0, Consumer Staples
BBWI,194.0,3,0.08049548362475667,,6385392128.0, Consumer Discretionary
CDNS,195.0,3,0.08048552575767731,,84643012608.0, Information Technology
FWONA,196.0,3,0.08040171202499735,,25940410368.0, Communication
ARW,197.0,3,0.08029232221103189,,6628719104.0, Information Technology
CUZ,198.0,3,0.08015675185115434,,5090170368.0, Real Estate
PEGA,199.0,3,0.07997960623618838,,9066557440.0, Information Technology
PHM,200.0,3,0.07994906635693422,,21176115200.0, Consumer Discretionary
TNL,201.0,3,0.07976330774425144,,3450954496.0, Consumer Discretionary
TSCO,202.0,3,0.0787189553404577,,27697805312.0, Consumer Discretionary
APPF,203.0,3,0.07747312947960938,,8111478784.0, Information Technology
HWM,204.0,3,0.07707929405938319,,73882427392.0, Industrials
RS,205.0,3,0.07617304869159613,,16566829056.0, Materials
SEB,206.0,3,0.07616976491029459,,2787850240.0, Consumer Staples
INCY,207.0,3,0.07516138292572871,,13540220928.0, Health Care
DVN,208.0,3,0.07507024862949474,,20765513728.0, Energy
SARO,209.0,3,0.07500854990324424,,10542242816.0, Industrials
NVST,210.0,3,0.07498625602401643,,3331267328.0, Health Care
LVS,211.0,3,0.07482997673646352,,31282419712.0, Consumer Discretionary
NEM,212.0,3,0.07473441835129835,,62995795968.0, Materials
PLNT,213.0,3,0.07463770578330808,,9309219840.0, Consumer Discretionary
DV,214.0,3,0.07423584241302095,,2398544384.0, Communication
LYB,215.0,3,0.07365742663801855,,19004383232.0, Materials
RRC,216.0,3,0.07338585276093834,,9721462784.0, Energy
CWEN-A,217.0,3,0.07311447119438075,,6396235264.0, Utilities
NRG,218.0,3,0.0722578565149159,,32757700608.0, Utilities
REGN,219.0,3,0.07199971118225745,,56712933376.0, Health Care
NEU,220.0,3,0.07197599439260083,,6483772416.0, Materials
ZBRA,221.0,3,0.07138419554420383,,15797126144.0, Information Technology
AES,222.0,3,0.07135780536575531,,7699660800.0, Utilities
AMZN,223.0,3,0.07111849286239802,,2333051453440.0, Consumer Discretionary
UBER,224.0,3,0.07022333383494916,,189125427200.0, Industrials
